Idx,numbers,categorys,times,dates
56626,13,13,1,58
5663,37,15,12,6
56631,18,14,2,8
56634,12,12,1,7
56635,9,9,1,114
56638,2,2,1,13
56644,12,12,1,13
56645,15,14,2,13
56647,12,12,1,22
5665,12,11,1,24
56654,2,2,1,13
56661,22,18,2,256
56662,2,2,1,13
56663,12,12,1,13
56666,13,12,2,92
56667,12,12,1,13
56668,19,13,4,1
56671,12,12,1,13
56672,12,12,1,15
56674,12,12,1,15
56676,13,6,3,7
56677,14,13,1,94
56679,14,14,2,6
5668,10,9,1,4
56681,12,12,1,13
56682,11,11,2,12
56683,14,14,1,15
56685,12,12,1,15
56687,12,12,1,4
5669,18,11,3,1
56699,26,21,3,702
56700,2,2,1,13
56704,12,12,1,21
56707,14,14,2,88
56709,12,12,1,13
56712,7,7,2,5
56717,14,13,1,13
56718,12,12,1,8
56720,9,9,1,205
56722,15,13,1,15
56727,12,12,1,35
5673,10,9,1,9
56734,9,9,2,14
56737,12,12,1,13
56738,12,12,1,15
5674,12,11,2,31
56749,14,14,2,17
56752,14,13,3,46
56753,12,12,1,29
56759,4,3,2,4
56766,12,12,1,35
56767,2,2,1,13
56772,20,16,2,2
56774,12,12,1,15
56777,24,16,3,11
56784,13,13,2,5
56788,13,12,2,12
5679,12,11,1,8
56796,12,12,1,14
56797,13,10,2,3
56798,9,9,2,12
56800,16,13,3,6
56805,10,10,1,5
56809,2,2,1,14
5681,9,9,1,5
56810,12,12,1,4
56813,2,2,1,12
56814,12,12,1,12
56823,12,12,1,20
56825,12,12,1,12
56831,3,3,2,5
56834,15,14,3,6
56835,12,12,1,14
56837,15,13,1,14
56840,15,15,2,3
56845,14,13,1,34
56853,12,12,1,25
56856,12,12,1,12
56861,12,12,1,25
56864,15,14,2,17
56865,12,12,1,71
56866,12,12,1,14
56869,12,12,1,12
5687,10,10,2,7
56872,12,12,1,14
56878,13,13,1,5
56879,12,12,1,12
56880,30,17,4,13
56884,2,2,1,14
56885,13,11,3,119
56886,12,12,1,14
56888,12,12,1,55
5689,10,9,1,4
56894,14,14,2,12
56895,17,15,2,1
56896,18,14,4,3
569,9,7,4,45
5690,14,13,1,7
56905,12,12,1,12
56907,10,9,1,12
56908,12,12,1,37
5691,10,9,1,11
56911,12,12,1,14
56912,13,12,2,1
56916,12,12,1,7
56919,12,9,3,27
56921,4,4,2,12
56925,12,12,1,16
56928,12,12,1,14
56933,2,2,1,20
56935,13,13,1,12
56936,12,12,1,15
56937,16,15,1,14
5694,11,10,2,10
56944,12,12,1,6
56945,12,12,1,6
56947,17,15,2,12
56949,12,12,1,3
5695,10,9,1,5
5696,12,11,1,131
56960,12,12,1,12
56963,2,2,1,12
56965,12,12,1,15
56966,14,13,2,20
56970,14,13,2,14
56974,11,11,1,18
56975,2,2,1,1
56977,14,14,1,14
56984,11,11,1,6
56985,14,13,2,7
57,14,11,1,3
570,13,11,3,2
5700,13,11,2,3
57002,12,12,1,15
57003,34,13,10,8
57005,15,14,3,14
57006,21,17,4,12
57007,14,13,2,1
57008,12,12,1,12
5701,12,7,1,347
57011,26,16,1,3
57012,12,12,1,4
57015,12,12,1,12
57017,12,12,1,15
5702,15,10,2,8
57021,12,12,1,15
57023,21,16,2,6
57027,12,12,1,15
57029,14,13,2,12
5703,13,10,1,5
57033,14,13,2,3
57037,53,21,1,12
57038,12,12,1,12
5704,10,9,1,9
57042,12,12,1,15
57047,16,13,2,14
57054,2,2,1,12
57056,6,5,2,6
57057,12,12,1,1
57058,12,12,1,15
57065,12,12,1,15
57067,12,12,1,15
57068,22,15,2,1
57078,13,13,1,6
57079,12,12,1,8
5708,20,13,2,3
57086,12,12,1,13
57090,12,11,2,255
57095,2,2,1,12
57096,12,12,1,12
57101,12,12,1,15
57102,12,12,1,6
57107,12,12,1,12
5711,9,9,1,13
57115,12,12,1,35
57118,13,13,1,6
57119,14,13,2,3
57123,12,12,1,15
57124,2,2,1,15
57127,12,12,1,15
57137,15,15,2,15
57138,12,12,1,15
57141,27,13,2,4
57143,12,12,1,15
57144,12,12,1,15
57154,12,12,1,12
57155,12,12,1,12
57156,12,12,1,21
57157,12,12,1,15
57163,11,11,1,8
57164,12,12,1,15
57165,12,12,1,6
5717,10,9,1,9
57171,10,10,2,14
57176,12,12,1,14
5718,10,10,1,3
57183,2,2,1,11
57188,12,12,1,11
57190,12,12,1,11
57193,12,12,1,14
57197,12,12,1,5
57198,12,12,1,10
57199,11,11,1,66
572,14,14,2,2
57201,21,17,2,12
57204,12,12,1,14
57207,10,10,1,14
57209,26,13,1,14
57213,12,12,1,14
57215,12,12,1,11
57216,2,2,1,14
57219,2,2,1,14
5722,10,9,1,9
57225,2,2,1,14
57227,13,12,2,14
57235,12,12,1,26
57247,12,12,1,14
57258,12,12,1,14
57259,13,13,1,14
57263,22,16,2,91
57269,12,12,1,11
57271,11,11,1,11
57273,12,12,1,14
57274,12,12,1,11
57275,12,12,1,14
57276,13,12,1,14
57277,12,12,1,28
57278,12,12,1,14
5728,12,10,1,8
57284,19,12,3,674
57290,12,12,1,14
57291,15,15,2,14
57292,2,2,1,11
57293,12,12,1,5
57294,13,13,2,39
57299,12,12,1,14
573,15,15,2,6
57306,22,17,2,23
57307,13,13,1,15
57308,14,14,2,11
57312,12,12,1,15
57315,12,12,1,14
57317,10,10,1,11
57318,15,13,1,14
57320,12,9,1,7
57323,12,12,1,11
57325,12,12,1,3
57328,12,12,1,14
57331,16,13,2,14
57335,12,12,1,18
57336,12,12,1,15
57337,12,12,1,11
5734,12,11,2,7
57343,12,12,1,11
57348,5,5,1,18
5735,9,9,1,12
57350,14,14,2,4
57354,16,15,2,32
5736,10,9,2,9
57363,12,12,1,14
57364,12,12,1,2
57370,12,12,1,14
57372,12,12,1,14
57374,12,12,1,14
5738,10,9,1,3
57380,12,12,1,15
57381,3,3,2,15
57383,13,13,1,14
57384,12,12,1,9
57386,2,2,1,15
57388,12,12,1,11
57389,12,12,1,14
57393,15,14,1,608
57394,13,13,1,11
57398,12,12,1,15
57399,12,12,1,11
5740,10,9,2,7
57401,12,12,1,11
57402,2,2,1,39
57407,4,4,1,22
57408,12,12,1,14
57409,12,12,1,14
57417,12,12,1,14
5742,11,10,2,2
57427,12,12,1,14
5743,10,9,1,5
57431,12,12,1,79
57434,12,12,1,15
57435,12,12,1,4
57436,19,15,3,539
57437,15,14,3,5
57439,12,12,1,11
57441,12,12,1,2
57444,12,12,1,11
57445,12,12,1,10
57447,12,12,1,100
57458,12,12,1,15
57459,12,12,1,14
57463,12,12,1,14
57466,12,12,1,11
57467,12,12,1,15
5747,10,9,1,5
57470,13,13,1,5
57471,12,12,1,16
57472,12,12,1,13
57476,15,14,2,4
57477,18,15,3,3
57479,12,12,1,14
57480,10,9,1,215
57486,52,13,1,14
57491,12,12,1,14
57492,17,16,2,11
57501,2,2,1,41
57509,12,12,1,14
57510,2,2,1,14
57512,11,11,1,14
57513,12,12,1,3
57515,2,2,1,14
57517,9,9,2,14
5752,9,9,1,5
57521,12,12,1,11
57527,20,18,2,6
5753,14,12,2,17
57530,12,12,1,5
57531,10,10,2,14
57534,12,12,1,5
57537,13,13,1,11
57539,13,13,1,58
57544,14,13,2,15
57548,13,13,1,54
57552,18,15,2,2
57554,13,13,2,23
57555,12,12,1,4
57556,25,18,2,159
57558,12,12,1,11
57561,7,7,2,14
5757,10,9,1,5
57571,25,20,3,16
57575,12,12,1,11
57577,15,14,2,7
57578,12,12,1,11
57579,15,15,2,11
57582,12,12,1,88
57586,12,12,1,12
57589,12,12,1,11
5759,18,13,3,0
57592,12,12,1,11
57593,13,13,2,10
57595,12,12,1,13
57600,12,12,1,4
57606,12,12,2,61
57608,12,12,1,28
57611,12,12,1,13
57613,12,12,1,14
57615,13,13,1,11
57619,12,12,1,11
5762,18,12,5,4
57620,13,13,2,10
57631,12,12,1,10
57633,2,2,1,11
57634,12,12,1,38
57635,12,12,1,12
57636,2,2,1,13
57638,12,12,1,3
57644,12,12,1,11
57649,12,12,1,2
5765,12,11,1,26
57650,12,12,1,4
57651,26,16,3,8
57652,13,13,2,30
57653,12,12,1,4
57655,12,12,1,12
57656,13,13,1,7
57657,9,9,2,11
57658,22,15,2,11
57660,12,12,1,62
57663,17,16,2,78
57666,15,14,2,11
57669,13,13,1,12
57676,17,14,2,6
57678,14,10,5,13
57681,12,12,1,8
57682,12,12,1,9
57687,14,13,2,45
57688,12,12,1,4
5769,19,14,3,5
57691,25,15,3,12
57692,14,13,1,11
57696,8,8,1,134
57697,2,2,1,4
57702,19,15,2,4
57704,12,12,1,3
57710,21,18,2,3
57713,12,12,1,4
57714,12,12,1,4
57717,2,2,1,24
57718,2,2,1,15
57719,13,11,2,301
57724,12,12,1,104
57726,12,12,1,28
57728,12,12,1,10
57734,14,14,3,256
57735,15,13,2,340
57744,13,13,1,15
57745,12,12,1,4
57748,12,12,1,4
57751,12,12,1,15
57752,15,15,2,1
57758,12,11,1,323
57762,12,12,1,12
57764,13,13,1,39
57766,12,12,1,3
57768,12,12,1,11
57772,2,2,1,11
57777,12,12,1,11
57780,12,12,1,3
57785,14,13,2,13
57786,13,13,1,11
5779,15,12,2,8
57791,27,19,2,411
57796,12,12,1,14
57797,12,12,1,9
57799,2,2,1,14
578,12,11,1,31
57800,12,12,1,15
57802,12,12,1,11
57803,12,12,1,14
57805,13,13,1,14
57808,12,12,1,14
57810,12,12,1,6
57811,12,12,1,11
57812,12,12,1,11
57813,12,12,1,11
57815,12,12,1,15
57819,12,12,1,8
57823,12,12,1,7
57824,2,2,1,11
57826,12,12,1,7
57827,12,12,1,15
57829,13,13,2,12
5783,11,10,3,3
57831,12,12,1,15
57832,29,20,4,13
57834,12,12,1,15
57838,12,12,1,15
57839,12,12,1,11
57840,12,12,1,15
57842,9,9,1,220
57845,12,12,1,15
5785,19,13,1,6
57850,12,12,1,34
57853,12,12,1,15
57861,17,14,2,54
57863,12,12,1,30
57864,12,12,1,29
5787,16,13,1,4
57873,13,13,1,17
57877,13,13,1,37
57878,12,12,1,15
5788,9,9,1,15
57880,12,12,1,15
57882,16,15,1,105
57883,12,12,1,2
57886,13,13,1,24
57890,9,9,1,15
57892,10,9,2,11
57895,13,13,1,15
5790,18,16,2,18
57900,19,16,2,15
57903,12,12,1,15
57907,12,12,1,11
57908,12,12,1,2
5791,19,15,2,8
57911,12,12,1,15
57913,12,12,1,15
57918,12,12,1,11
57922,12,12,1,15
57924,2,2,1,11
57927,2,2,1,17
5793,10,9,1,5
57930,13,13,2,9
57931,12,12,1,42
57939,12,12,1,15
5794,9,9,2,2
57941,12,12,1,15
57944,12,12,1,15
57945,32,17,2,657
57947,12,12,1,11
57953,15,15,2,12
57957,12,12,1,15
57961,15,13,1,24
57970,12,12,1,3
57971,18,15,2,14
57982,12,12,1,15
57984,13,12,1,3
5799,14,12,2,7
57994,12,12,1,8
57997,13,13,1,9
580,12,11,1,20
58006,12,12,1,11
5801,10,9,2,9
58011,12,12,1,4
58012,12,12,1,3
58016,13,13,1,10
58017,12,12,1,15
58019,2,2,1,15
58022,11,11,1,11
58024,13,13,1,14
58028,15,15,2,18
58030,12,12,1,11
58031,12,12,1,10
58032,2,2,1,14
58034,15,15,2,13
58036,12,12,1,6
58038,17,16,2,111
58039,2,2,1,10
58040,13,13,2,58
58048,12,12,1,14
58051,12,12,1,11
58052,12,12,1,17
58053,12,12,1,14
58054,12,12,1,14
58055,12,12,1,14
58059,10,9,1,14
58060,12,12,1,14
58061,12,12,1,35
58062,10,9,2,178
58064,2,2,1,15
5807,10,9,2,7
58074,14,14,2,41
58079,12,12,1,9
58083,12,12,1,11
58087,12,12,1,14
58088,12,12,1,2
58090,12,12,1,15
58091,12,12,1,14
58094,12,12,1,2
58097,12,12,1,14
58100,24,17,3,78
58109,12,12,1,14
5811,13,10,2,5
58122,10,10,2,1
58125,12,12,1,15
58127,12,12,1,26
58130,12,12,1,6
58134,12,12,1,7
58137,12,12,1,24
58142,13,13,1,20
5815,11,11,1,20
58150,12,12,1,15
58152,21,16,1,2
58153,12,12,1,15
58158,14,14,2,13
58160,14,13,1,15
58163,2,2,1,15
58167,14,14,2,13
58169,12,12,1,15
58172,15,11,3,6
58176,14,13,1,4
58177,13,13,1,7
5818,12,9,2,4
58180,15,14,2,4
58181,12,12,1,15
58183,12,12,1,15
58185,10,9,1,15
58190,2,2,1,22
58191,14,13,1,11
58192,13,13,1,49
58196,12,12,1,15
58198,15,15,2,119
58199,12,12,1,15
5820,9,9,1,5
58203,12,12,1,11
58205,12,12,1,15
58208,11,11,1,10
58210,11,11,1,15
58220,12,12,1,8
58221,12,12,1,4
58225,11,11,1,324
58231,12,12,1,15
58233,12,12,1,8
58235,12,12,1,25
58240,12,12,1,11
58243,16,14,2,19
58247,12,12,1,9
58248,12,12,1,3
58249,12,12,1,8
58250,2,2,1,15
58251,1,1,1,4
58253,13,13,2,24
58259,12,12,1,26
58263,13,13,2,5
58264,14,13,1,15
58266,12,12,1,73
58268,12,12,1,9
5827,10,10,2,3
58273,2,2,1,11
58276,13,10,1,4
58278,13,13,1,8
58280,16,14,2,5
58282,12,12,1,18
58289,17,16,2,18
58290,12,12,1,95
58292,15,15,1,15
58295,12,12,1,46
58296,7,7,2,5
58297,12,12,1,8
58299,13,13,1,15
583,15,13,2,1
5830,10,9,2,7
58303,12,12,1,3
58309,12,12,1,3
58311,18,16,3,28
58313,12,12,1,8
58317,25,13,1,3
5832,10,10,1,8
58320,15,15,2,12
58322,12,12,1,11
58325,24,17,2,1
58329,13,13,1,21
5833,13,10,2,3
58331,12,12,1,3
58332,15,15,2,10
58347,2,2,1,11
58348,14,13,3,74
58351,2,2,1,11
58352,12,12,1,15
58353,12,12,1,11
58356,12,12,1,15
58360,12,12,1,15
58369,11,11,1,3
58373,12,12,1,15
58374,12,12,1,14
58380,12,12,1,11
58382,12,12,1,11
58384,12,12,1,23
58386,2,2,1,11
58392,12,12,1,15
58393,16,15,2,86
58394,12,12,1,95
58396,12,12,1,15
58404,12,12,1,15
58409,14,14,1,15
58412,12,12,1,15
58427,7,7,2,11
58428,14,12,2,11
58429,2,2,1,10
58432,9,9,1,14
58434,10,10,2,12
58435,13,13,1,10
58436,12,12,1,65
58437,13,13,1,10
58443,2,2,1,10
58444,14,14,1,14
58446,12,12,1,67
58448,2,2,1,14
5845,11,10,1,6
58457,2,2,1,10
58458,12,10,1,14
5846,26,13,2,7
58462,12,12,1,14
58465,9,9,1,123
58468,12,12,1,10
58469,12,12,1,6
58474,12,12,1,10
58477,12,12,1,1
58478,2,2,1,14
5848,17,16,1,207
58480,12,12,1,14
58487,18,18,3,1
58488,15,15,1,14
58489,12,12,1,15
5849,11,10,1,4
58499,12,12,1,6
5850,11,11,2,5
58502,2,2,1,15
58506,12,12,1,15
58508,12,12,1,15
58510,12,12,1,10
58514,18,13,2,48
58515,12,12,1,49
58524,13,13,2,20
58527,12,12,1,5
58530,15,15,1,1
58535,12,12,1,12
58537,12,12,1,15
5854,10,9,1,7
58541,12,12,1,89
58543,12,12,1,15
5855,10,9,1,8
58550,13,12,2,18
58553,12,12,1,15
58554,12,12,1,7
58557,15,15,2,16
58559,12,12,1,15
58561,15,15,1,10
58564,12,12,1,15
58565,12,12,1,37
58569,16,15,2,4
58570,15,15,1,15
58574,12,12,1,2
58581,12,12,1,15
58582,12,11,1,336
58584,12,12,1,15
58586,13,11,1,345
58589,12,12,1,15
58590,12,12,1,15
58591,12,12,1,25
58592,2,2,1,15
58595,15,15,1,11
58601,12,12,1,10
58602,12,12,1,10
58605,12,12,1,10
58607,12,12,1,15
58609,12,12,1,15
5861,10,9,1,4
58610,12,12,1,28
58618,37,25,2,583
58619,13,13,1,4
58620,12,12,1,8
58621,16,13,2,0
58626,12,12,1,98
58627,12,12,1,15
58637,15,15,1,15
5864,11,11,1,46
58641,15,15,1,15
58643,10,10,2,14
58644,12,12,1,10
58646,2,2,1,15
58647,13,12,2,51
58649,13,12,2,2
58651,2,2,1,14
58653,25,13,2,13
58655,13,13,1,65
58658,12,12,1,15
58662,2,2,1,11
58668,9,9,1,15
58670,12,12,1,15
58673,12,12,1,10
58678,25,12,2,4
58684,12,12,1,15
58688,12,12,1,10
58692,11,8,1,3
58696,12,12,1,5
58698,3,3,2,5
58702,12,12,1,15
58704,13,13,2,12
58706,15,14,2,105
58709,12,12,1,15
58710,12,12,1,6
58711,14,13,1,11
58712,12,12,1,15
58713,12,12,1,8
5872,11,11,2,113
58722,8,5,4,1
58725,12,12,1,3
58727,12,12,1,15
58728,12,12,1,11
5873,13,12,1,10
58731,13,13,1,18
58732,12,12,1,11
58738,13,13,1,15
58742,14,13,2,2
5875,10,9,1,3
58751,16,15,2,43
58752,12,12,1,15
58755,12,12,1,15
58761,12,12,1,15
58762,2,2,1,10
58763,12,12,1,7
58764,12,12,1,5
58765,17,16,3,9
58767,12,12,1,26
58768,16,13,1,15
58773,2,2,1,11
58774,13,13,1,15
58776,2,2,1,3
5878,10,10,2,10
58785,12,12,1,20
58787,12,12,1,11
58788,12,12,1,11
5879,14,13,2,4
58790,13,13,2,14
58791,12,12,1,11
58793,12,12,1,15
58796,2,2,1,15
5880,10,9,1,4
58805,12,12,1,11
58806,12,12,1,11
58814,12,12,1,15
58818,18,15,1,15
58819,12,12,1,15
5882,23,15,2,48
58821,18,14,3,2
58823,15,14,1,3
58826,12,12,1,10
58830,4,4,2,5
58832,2,2,1,10
58837,20,16,2,26
58841,12,12,1,14
58842,12,12,1,1
58843,17,16,2,13
58847,16,16,2,3
58852,12,12,1,6
58855,11,11,2,207
58856,12,12,1,13
58859,12,12,1,10
58861,18,15,3,6
58865,12,12,1,14
58866,12,12,1,6
58868,12,12,1,10
58869,12,12,1,14
58872,12,12,1,14
58878,12,12,1,9
58879,12,12,1,9
58880,12,12,1,14
58883,12,12,1,14
58885,12,12,1,22
58889,20,15,4,16
589,17,16,3,160
58901,14,13,3,7
58902,12,12,1,18
58909,12,12,1,4
58910,15,13,3,41
58911,4,4,1,25
58914,12,12,1,14
58918,12,12,1,3
5892,12,10,1,8
58921,13,13,2,42
58922,17,12,1,2
58926,14,13,2,22
58929,9,9,1,159
5893,11,9,1,10
58931,12,12,1,12
58933,12,12,1,5
58937,12,12,1,14
58938,12,12,1,14
5894,11,11,1,24
58942,12,12,1,10
58943,17,16,3,6
58944,13,13,1,14
58945,13,12,4,22
5895,23,17,2,3
58955,14,13,2,6
58956,13,13,1,11
58960,12,12,1,14
58962,19,16,3,18
58963,12,12,1,15
58966,12,12,1,22
58969,14,14,2,14
58970,13,13,1,11
58973,12,12,1,14
58974,12,12,1,14
58975,12,12,1,9
58976,18,15,2,13
58977,12,12,1,14
58979,12,12,1,14
5898,12,12,2,2
58980,12,12,1,15
58985,12,12,1,12
58986,12,12,1,14
58987,12,12,1,14
58989,2,2,1,14
5899,11,11,1,42
58997,12,12,1,26
59000,12,12,1,10
59002,12,12,1,11
59003,2,2,1,15
59004,14,13,2,8
59005,12,12,1,11
59007,9,9,2,3
5901,10,9,1,7
59012,12,12,1,3
59015,15,13,3,48
59016,14,13,2,10
59018,12,12,1,14
59022,15,13,1,12
59025,11,11,1,11
59029,14,14,2,19
59031,12,12,1,14
59032,24,16,4,34
59034,12,12,1,14
59042,17,15,2,14
59043,12,12,1,30
59044,12,12,1,15
59045,12,12,1,14
59046,13,11,2,20
59047,12,12,1,14
59049,14,13,2,14
59052,12,12,1,7
59057,13,10,1,14
59058,12,12,1,11
5906,11,10,2,3
59060,16,14,2,27
59061,13,13,2,8
59064,12,12,1,14
59070,7,7,2,9
59071,2,2,1,11
59076,15,15,3,13
59077,15,12,2,13
59078,12,12,1,14
5908,13,12,1,27
59082,12,12,1,6
59086,12,12,1,14
59089,14,13,1,14
5909,10,9,1,7
59093,17,15,2,2
59100,12,12,1,30
59105,13,13,1,6
59107,12,12,1,6
5911,11,10,1,14
59110,12,12,1,11
59111,5,4,2,33
59113,12,12,1,11
59126,12,12,1,10
59130,12,12,1,11
59132,12,12,1,95
59137,13,13,2,53
59138,9,9,1,159
59143,12,12,1,7
59144,12,12,1,26
59145,14,14,2,9
59147,11,11,1,89
59150,13,13,1,35
59151,13,13,1,2
59153,9,9,1,162
59155,13,13,1,58
59158,12,12,1,14
59165,12,12,1,71
5917,25,16,3,10
59171,13,13,2,7
59174,12,12,1,7
59179,12,12,1,14
59180,12,12,1,11
59184,12,12,1,11
59185,12,12,1,14
5919,10,9,1,14
59190,12,12,1,15
59192,12,12,1,20
59196,15,15,1,14
59201,11,11,1,34
59203,2,2,1,10
59204,11,11,1,1
59206,2,2,1,10
59207,22,15,3,18
59211,2,2,1,12
59213,14,14,2,8
59214,12,12,1,1
59215,14,14,2,13
59216,12,12,1,9
59217,12,12,1,13
59221,12,12,1,13
59225,12,12,1,13
59229,12,12,1,97
59230,9,9,1,10
59231,8,7,2,13
59235,23,19,4,3
59239,2,2,1,13
59246,12,12,1,13
59247,12,12,1,13
59248,17,15,3,5
59249,14,14,2,107
59251,12,12,1,26
59253,17,15,2,6
59261,14,13,1,5
59265,12,12,1,11
59267,10,9,1,178
59268,12,12,1,53
59269,14,14,2,28
5927,11,11,1,17
59273,11,11,1,24
59274,14,13,2,13
59277,12,12,1,24
59278,12,12,1,40
5928,22,10,2,11
59282,13,13,1,13
59283,15,13,2,52
59284,2,2,1,14
59287,12,12,1,33
59288,12,12,1,10
59291,12,12,1,14
59295,12,12,1,13
59298,12,12,1,14
59299,12,12,1,9
593,12,11,1,16
59301,12,12,1,41
59302,12,12,1,13
59304,12,12,1,19
59308,2,2,1,14
59317,2,2,1,14
59320,12,12,1,10
59321,13,13,1,10
59325,12,12,1,5
59329,12,12,1,12
5933,10,9,1,4
59330,13,13,1,1
59331,12,12,1,2
59335,12,12,1,15
59338,12,12,1,14
59340,12,12,1,13
59342,12,12,1,7
59346,14,13,2,10
59347,12,12,1,14
59354,13,13,1,13
59355,16,15,2,15
59356,12,12,1,13
5936,10,9,1,8
59363,11,10,2,121
59364,20,14,3,9
59366,12,12,1,13
59373,14,13,1,8
59375,15,15,2,8
59380,12,12,1,11
59382,11,11,1,2
59385,12,12,1,10
5939,10,9,1,12
59390,2,2,1,13
59392,20,16,4,14
59396,12,12,1,5
594,14,14,2,10
59402,14,13,1,9
59407,12,12,1,15
5941,12,10,2,0
59412,26,13,1,15
59416,12,12,1,10
59419,15,14,2,22
59421,14,14,2,6
5943,15,13,2,7
59438,12,12,2,13
59440,12,12,1,3
59443,14,14,1,2
59447,12,12,1,11
59452,12,12,1,15
59453,12,12,1,40
59456,12,12,1,10
59458,14,13,2,10
59459,12,12,1,5
59468,12,12,1,33
5947,11,10,2,2
59470,12,12,1,10
59471,12,12,1,10
59472,9,9,1,131
59473,12,12,1,8
59477,7,7,2,13
59480,12,12,1,10
59485,19,15,2,388
59487,16,13,3,7
59488,13,13,2,9
59494,12,12,1,10
59495,12,12,1,2
595,27,16,5,6
59500,12,12,1,9
59501,12,12,1,14
59502,2,2,1,15
59503,13,12,1,94
59505,12,12,1,10
59508,12,12,1,15
59509,12,12,1,10
5951,12,11,2,3
59512,12,12,1,5
59513,16,15,2,10
59515,12,12,1,15
59516,12,12,1,92
59517,12,12,1,3
59523,2,2,1,10
59525,12,12,1,15
59532,12,12,1,15
59534,12,12,1,10
59541,12,12,1,13
59551,12,12,1,15
59552,23,17,2,55
59553,16,10,2,4
59558,12,12,1,18
5956,10,9,1,5
59560,2,2,1,11
59563,12,12,1,95
59564,12,12,1,4
59576,20,13,3,6
59577,12,12,1,15
59580,11,11,1,11
59581,13,13,1,11
59586,12,12,1,14
59588,2,2,1,6
59589,7,7,2,11
59596,13,13,1,4
59597,18,15,2,8
59598,2,2,1,14
59599,16,16,3,59
5960,11,10,2,6
59602,12,12,1,15
59605,12,12,1,13
59606,12,12,1,8
59609,9,9,1,214
59612,12,12,1,4
59614,2,2,1,9
59620,12,12,1,14
59621,12,12,1,8
59623,12,12,1,14
59624,10,10,1,12
59626,12,12,1,14
5963,10,9,2,5
59631,34,20,2,253
59635,12,12,1,14
59639,18,17,2,12
5964,10,9,1,8
59640,12,12,1,14
59641,13,13,1,10
59647,8,8,2,20
59649,12,12,1,77
59652,2,2,1,12
59654,2,2,1,14
59658,12,12,1,12
59659,15,13,1,3
59662,12,12,1,38
59667,12,12,1,23
59677,11,11,1,9
59678,12,12,1,10
59681,12,12,1,10
59685,15,13,3,22
59689,9,9,1,199
5969,15,10,2,11
59692,12,12,1,14
59693,8,8,1,5
59695,2,2,1,9
59699,12,12,1,14
597,7,5,2,22
59703,2,2,1,10
59707,7,7,2,49
59708,12,9,1,3
59709,12,12,2,36
5971,10,9,1,9
59710,11,11,1,14
59713,12,12,1,2
59719,12,11,1,318
59721,13,13,1,4
59722,9,9,1,164
59723,19,15,2,10
59726,12,12,1,10
5973,10,9,1,8
59731,12,12,1,11
59737,14,14,1,7
59738,2,2,1,8
59739,2,2,1,15
5974,11,11,1,47
59741,12,12,1,12
59747,12,12,1,14
59750,12,12,1,14
59752,17,16,3,64
59754,13,13,2,43
59756,2,2,1,10
5976,10,9,1,8
59760,14,13,2,164
59763,13,13,1,7
59764,9,9,1,132
59766,12,12,1,14
59775,12,12,1,14
59776,12,12,1,5
59777,14,13,2,3
5978,14,13,2,5
59785,12,12,1,14
59791,12,12,1,26
59793,13,13,1,2
59795,2,2,1,10
59798,17,16,3,81
59806,12,12,1,22
5981,10,9,1,8
59811,12,12,1,65
59814,12,12,1,14
59817,2,2,1,9
5982,11,9,1,5
59820,12,12,1,5
59823,12,12,1,10
59828,12,12,1,14
59829,12,12,1,7
59832,15,14,1,14
59838,14,11,2,363
5984,10,9,1,6
59841,13,13,2,3
59847,11,10,2,150
59848,2,2,1,14
59850,2,2,1,7
59851,12,12,1,10
59862,12,12,1,14
59867,13,13,1,10
59870,2,2,1,14
59872,12,12,1,26
5988,10,9,2,7
59884,12,12,1,14
59886,12,12,1,11
59893,12,12,1,10
59894,12,12,1,3
59899,12,12,1,14
59901,12,12,1,14
59906,13,12,2,3
59908,11,10,3,11
59910,12,12,1,2
59913,12,12,1,10
59914,13,10,2,3
59917,2,2,1,14
59918,13,10,1,10
5992,10,9,1,7
59921,12,12,1,14
59922,12,12,1,14
59925,12,12,1,14
59926,12,12,1,26
59929,12,12,1,14
59932,3,3,2,9
59935,12,12,1,5
59937,12,12,1,10
59940,12,12,1,10
59941,12,12,1,14
59943,12,12,1,3
59946,13,13,1,8
5995,11,11,2,10
59951,15,14,3,10
59953,2,2,1,6
59954,12,12,1,9
5996,9,9,1,12
59960,12,12,1,13
59961,66,30,3,570
59965,2,2,1,13
5997,16,13,1,3
59973,16,15,3,1
59974,12,12,1,7
59977,2,2,1,10
59978,15,15,2,1
59982,14,13,2,2
59987,12,12,1,13
59992,12,12,1,13
59993,24,18,3,350
59994,12,12,1,9
59997,12,12,1,2
59998,12,12,1,13
600,21,11,1,10
6000,12,11,1,7
60000,2,2,1,9
60001,17,16,3,23
60002,12,12,1,13
60003,12,12,1,2
60007,20,15,1,12
60012,14,13,2,22
60015,14,13,1,9
60018,13,13,2,2
6002,15,10,2,5
60028,12,12,1,13
60029,12,12,1,3
60031,12,12,1,13
60036,12,12,1,13
60037,12,12,1,8
60038,12,12,1,13
6004,10,9,1,7
60040,12,11,1,296
6005,33,12,1,25
60054,12,12,1,13
60056,12,12,1,31
60058,13,13,1,3
6006,10,9,2,4
60062,13,12,1,12
60063,12,12,1,13
60066,13,13,2,10
60073,14,13,1,9
60074,14,13,2,99
60075,13,13,1,9
60086,12,12,1,13
6009,10,9,1,7
60099,12,12,1,61
601,15,12,3,58
60100,12,12,1,3
6011,14,12,3,30
60112,12,12,1,9
60114,2,2,1,13
60117,12,12,1,4
