Idx,kind_of_L1,kind_of_L2,num_of_logins,between_early,between_late
48149,4,5,10,7,0
48153,4,7,27,3,0
48154,4,5,8,2,0
48155,6,5,11,7,5
48156,4,5,13,7,2
48157,4,5,9,41,3
48158,5,4,16,6,0
48162,4,5,15,10,0
48164,4,5,13,7,0
48165,5,5,14,7,0
48166,4,5,9,26,7
48167,4,5,7,7,7
48170,5,5,12,143,5
48171,4,5,7,11,11
48173,5,6,13,7,0
48174,6,6,38,7,1
48179,8,6,31,814,0
48183,5,6,43,6,0
48187,4,5,10,16,7
48193,5,5,48,8,0
48195,4,6,26,212,0
48201,4,5,8,7,5
48202,5,5,24,7,1
48205,8,7,18,9,6
48206,4,5,7,5,5
48216,5,7,21,917,1
48219,6,5,24,37,1
48221,4,6,20,8,0
48226,4,5,13,9,3
48227,5,5,11,73,7
48229,6,5,20,245,4
48231,5,5,11,7,6
48233,5,5,9,2,0
48238,4,5,25,17,1
48241,6,6,25,21,1
48244,6,5,122,20,0
48245,4,4,7,12,6
48248,5,5,25,23,3
48252,7,6,11,7,6
48253,5,4,30,6,0
48255,4,4,22,297,0
48257,4,5,16,6,0
48262,4,5,13,3,2
48265,8,8,25,6,1
48268,8,6,37,9,0
48276,4,4,8,11,11
48283,4,5,8,6,6
48285,4,7,26,28,0
48288,4,4,19,6,0
48290,8,8,36,548,0
48296,4,5,25,6,0
48301,6,5,13,37,3
48308,6,5,19,6,0
48310,7,6,31,7,1
48311,4,4,35,7,0
48312,4,5,17,5,0
48315,4,5,7,7,7
48316,4,4,6,7,7
48319,4,4,9,7,6
48320,4,5,8,7,6
48322,4,5,14,10,2
48324,4,6,21,22,3
48326,4,5,8,3,3
48329,4,5,8,4,4
48331,5,5,16,9,0
48332,6,6,18,752,2
48335,4,5,11,7,0
48338,4,5,9,7,2
48339,6,5,19,7,2
48344,4,5,7,7,7
48347,4,6,10,16,7
48351,6,5,21,31,1
48356,4,5,10,377,6
48358,4,6,21,7,1
48359,8,6,25,7,4
48362,4,6,9,7,3
48363,6,6,11,10,1
48365,6,7,36,7,0
48366,4,5,7,7,7
48371,4,6,10,7,2
48372,4,5,7,8,8
48373,6,6,41,16,0
48374,4,5,11,3,1
48378,6,6,13,11,1
48382,4,5,7,7,7
48384,4,5,32,32,1
48385,4,6,18,2,0
48389,4,5,8,13,13
48392,4,5,9,8,2
48395,4,5,16,7,0
48397,4,5,11,7,2
48398,5,5,24,6,0
48400,6,5,9,7,6
48402,6,6,17,16,2
48403,4,5,7,13,13
48404,4,5,11,7,1
48409,4,5,13,7,1
48410,4,5,16,7,1
48413,5,5,24,7,0
48415,5,6,11,7,0
48428,4,5,14,7,1
48430,4,5,11,7,0
48437,6,4,24,8,0
48438,4,5,7,8,8
48440,4,5,23,7,0
48444,4,5,7,8,8
48445,4,5,8,7,7
48447,4,6,11,9,1
48448,4,6,10,36,5
48449,5,6,32,9,0
48451,7,6,36,127,0
48461,4,5,10,8,4
48463,4,6,9,7,0
48465,4,5,9,8,2
48466,4,5,8,4,4
48467,6,5,17,11,1
48469,5,5,45,7,0
48470,4,5,9,8,6
48472,8,8,65,115,0
48475,7,6,25,221,0
48481,4,5,9,8,2
48482,5,7,38,4,0
48487,4,6,9,8,4
48490,4,4,12,3,0
48492,4,6,10,55,3
48494,4,6,10,17,6
48495,4,6,9,6,6
48496,6,6,20,990,0
48499,6,6,35,12,0
48501,5,5,21,12,1
48502,4,5,10,9,1
48511,4,5,7,3,3
48513,4,5,7,8,8
48515,6,6,22,21,0
48526,4,5,8,14,1
48535,7,6,32,144,0
48537,4,6,20,21,0
48540,5,7,15,8,7
48542,4,5,7,3,3
48544,6,5,29,14,1
48548,4,5,7,8,8
48559,4,7,21,5,0
48563,6,6,12,8,2
48566,4,5,10,8,5
48567,4,5,8,8,7
48573,5,5,12,8,5
48578,6,6,37,8,2
48582,4,6,11,12,2
48583,4,4,26,8,0
48589,4,5,24,8,0
48590,5,5,7,8,8
48597,4,5,7,8,8
48598,5,5,8,4,4
48601,4,6,14,8,0
48605,4,5,7,9,9
48606,6,5,15,8,0
48608,4,5,7,8,8
48613,6,5,25,8,2
48617,4,6,14,8,1
48618,5,4,36,8,0
48621,5,5,7,8,8
48623,5,6,24,15,1
48628,4,5,10,18,1
48632,5,4,8,12,11
48635,6,5,11,8,3
48638,4,5,9,4,0
48641,6,6,31,17,1
48642,5,5,7,8,8
48645,5,5,7,8,8
48647,4,5,16,59,0
48648,4,4,6,711,6
48653,4,6,23,8,1
48664,4,6,45,7,0
48666,4,4,6,8,8
48668,6,7,59,36,0
48669,6,8,24,18,1
48670,4,5,7,8,8
48675,6,5,25,8,0
48677,6,6,24,257,1
48679,6,5,14,8,4
48680,4,5,8,8,7
48683,6,5,35,7,0
48684,4,6,17,8,1
48685,4,5,9,9,2
48688,4,4,8,7,7
48695,7,7,26,7,0
48698,4,5,15,18,0
48704,4,5,12,7,0
48706,6,5,58,73,1
48712,4,6,13,9,0
48713,4,5,13,109,5
48718,4,5,7,13,13
48720,6,5,25,3,0
48721,4,5,7,8,8
48726,4,5,10,1,0
48727,6,6,13,23,0
48729,5,7,38,6,0
48733,4,5,7,7,7
48740,4,5,7,11,11
48745,4,7,17,6,1
48750,4,5,7,7,7
48754,5,5,20,7,0
48756,6,6,25,385,1
48757,6,5,14,8,1
48760,4,6,11,7,1
48766,4,5,10,8,1
48767,4,5,13,64,5
48771,4,5,9,5,0
48775,4,5,7,8,8
48776,4,5,13,7,1
48778,6,6,15,4,2
48782,6,5,15,8,4
48783,5,4,15,8,0
48786,6,5,9,3,3
48788,5,5,7,7,7
48792,4,5,12,8,4
48798,5,4,27,7,4
48799,4,5,8,2,1
48800,6,5,16,7,0
48801,4,5,9,7,5
48803,6,5,9,5,0
48804,5,5,11,8,4
48806,5,5,31,10,0
48809,2,2,7,6,1
48810,4,5,12,8,1
48811,6,6,45,4,0
48813,5,5,30,13,0
48822,4,5,8,9,8
48828,4,6,43,7,0
48841,4,6,21,8,3
48842,4,6,10,8,2
48843,5,4,7,8,8
48844,4,5,21,8,2
48847,5,6,15,8,1
48850,7,7,39,8,0
48854,4,5,10,8,0
48855,6,7,39,52,0
48862,4,6,13,8,3
48865,4,5,19,32,4
48869,6,5,32,50,1
48870,4,5,11,8,5
48871,4,5,7,7,7
48872,4,5,21,8,0
48874,5,5,16,8,3
48880,5,5,22,8,0
48882,4,5,7,8,8
48883,4,5,7,8,8
48889,5,6,13,16,0
48899,5,5,10,21,7
48900,4,5,9,70,3
48904,6,5,11,91,1
48906,4,5,7,8,8
48913,6,6,13,8,0
48914,4,6,24,41,6
48916,4,5,17,6,0
48917,6,5,11,9,1
48921,6,5,9,8,8
48924,4,5,7,8,8
48925,4,5,7,8,8
48926,9,9,140,10,0
48928,7,7,33,8,0
48930,7,6,24,121,1
48938,4,5,11,8,2
48953,4,5,9,8,1
48954,4,5,15,8,1
48960,4,5,7,8,8
48963,8,6,23,8,0
48964,4,5,7,8,8
48968,4,4,22,8,0
48974,4,5,8,8,8
48977,4,5,8,8,3
48979,4,5,16,8,0
48980,4,5,7,8,8
48983,4,5,8,8,5
48999,6,5,13,8,1
49005,6,5,13,8,5
49006,7,7,62,9,0
49008,5,5,7,8,8
49014,4,5,18,8,1
49020,6,4,16,8,4
49021,8,7,32,4,0
49023,6,5,9,11,10
49024,6,6,12,8,4
49030,4,6,16,9,1
49031,4,6,18,9,1
49033,6,5,39,141,1
49035,4,5,8,8,6
49037,4,5,7,12,12
49040,6,7,19,10,1
49043,4,5,15,8,3
49044,6,5,23,8,1
49046,4,5,11,8,0
49048,4,5,26,9,0
49049,5,6,26,13,0
49058,7,7,33,638,0
49067,4,5,9,7,2
49072,6,5,28,7,0
49076,6,5,9,7,4
49081,4,6,10,7,0
49082,6,5,28,400,0
49083,4,5,8,12,1
49089,4,5,10,9,3
49094,5,4,21,8,0
49099,6,5,48,120,0
49100,4,5,7,8,8
49101,6,6,20,8,2
49104,2,2,9,86,1
49106,8,6,33,8,1
49107,4,5,13,7,2
49113,4,6,11,7,0
49115,4,5,24,42,0
49116,4,5,18,7,0
49120,4,5,7,7,7
49121,5,6,14,7,0
49125,4,6,33,40,0
49129,6,5,37,7,0
49130,6,7,112,64,0
49133,5,5,15,7,2
49134,7,7,81,96,0
49138,7,6,27,20,0
49139,4,5,19,11,2
49142,4,5,25,7,0
49146,4,5,10,386,5
49149,4,5,13,45,6
49155,6,7,29,17,0
49156,4,5,7,7,7
49158,4,5,9,57,7
49159,4,5,20,7,0
49163,4,5,7,7,7
49164,4,5,8,7,7
49169,5,4,45,7,1
49172,4,5,25,7,3
49179,6,5,11,43,0
49180,7,6,23,11,0
49181,6,5,13,7,0
49182,4,6,22,51,2
49192,5,5,14,55,0
49198,4,5,34,7,0
49199,6,4,28,810,0
49201,5,5,28,55,1
49202,4,5,7,10,10
49205,4,5,7,9,9
49208,4,6,13,7,0
49211,4,5,13,7,1
49217,4,5,12,8,1
49222,8,6,46,7,0
49223,4,6,13,8,0
49231,4,4,23,14,0
49232,6,5,27,8,0
49238,4,4,6,7,7
49240,4,5,7,8,8
49241,5,6,17,8,0
49242,4,5,7,7,7
49246,8,6,26,808,0
49247,5,5,10,8,2
49250,4,5,20,8,1
49259,4,5,8,8,8
49262,4,6,11,149,2
49264,6,4,26,8,0
49265,5,5,7,8,8
49266,5,5,13,8,1
49268,4,6,73,8,0
49275,6,5,85,8,0
49282,4,5,13,143,6
49283,4,5,17,8,1
49285,4,4,7,8,8
49286,4,6,17,8,2
49287,5,4,12,8,5
49288,6,6,105,5,0
49291,4,5,7,8,8
49294,6,6,17,66,2
49295,4,5,9,8,6
49302,4,5,10,8,3
49306,4,5,9,11,7
49312,4,5,7,8,8
49313,6,6,15,8,2
49315,4,5,7,11,11
49317,4,5,16,82,1
49319,8,6,43,8,0
49320,4,5,10,8,7
49325,4,5,7,13,13
49326,4,5,11,8,2
49328,5,5,9,11,9
49334,4,5,9,10,8
49339,4,5,7,8,7
49341,5,5,19,8,1
49342,6,6,41,8,0
49345,4,6,51,38,0
49346,4,6,12,7,2
49354,4,4,16,9,0
49361,5,6,8,7,2
49368,5,6,37,7,0
49373,4,4,7,7,3
49374,4,6,11,10,0
49375,5,5,28,7,2
49379,5,5,25,7,1
49380,4,6,17,7,0
49381,5,6,15,43,2
49386,6,5,14,141,4
49387,5,5,85,56,0
49388,7,7,62,23,0
49389,5,4,18,7,0
49396,4,5,12,7,3
49398,7,7,28,8,1
49402,6,6,10,7,3
49403,4,4,10,7,4
49409,8,7,50,22,0
49410,4,5,10,9,6
49413,4,5,10,7,7
49414,5,6,10,7,6
49416,4,6,10,10,0
49417,4,5,13,7,0
49419,4,5,10,7,1
49425,9,6,54,70,0
49437,5,6,28,80,0
49438,6,6,12,7,0
49440,4,4,6,7,7
49441,4,5,7,7,7
49444,8,10,46,7,2
49445,4,5,10,7,5
49447,5,4,22,9,2
49451,6,4,23,594,3
49454,5,5,7,7,7
49455,4,5,7,7,7
49462,4,5,9,7,6
49463,5,5,20,7,0
49464,7,7,55,10,0
49465,8,8,62,7,0
49471,6,5,21,7,0
49474,4,5,20,7,1
49475,4,5,12,7,2
49478,4,5,7,11,11
49480,4,5,39,97,0
49488,4,8,29,29,0
49489,5,5,23,75,1
49490,4,5,9,8,5
49491,5,6,15,7,4
49492,4,5,9,7,1
49494,4,5,18,10,0
49497,4,5,9,7,4
49501,6,5,48,7,0
49502,4,5,17,7,0
49503,4,5,7,10,10
49508,5,5,16,7,2
49510,4,5,13,7,0
49514,5,5,8,8,8
49515,4,6,18,7,0
49520,4,5,7,11,11
49523,4,5,19,7,0
49528,4,4,7,7,7
49529,5,5,20,16,1
49530,5,5,30,52,0
49531,4,5,16,8,1
49537,5,5,7,7,7
49539,4,5,15,62,0
49540,6,5,17,7,1
49549,6,5,21,7,2
49552,4,5,11,7,1
49556,4,5,8,7,6
49557,5,5,7,10,10
49558,5,6,24,8,0
49559,4,5,14,7,2
49563,4,5,8,7,5
49572,6,5,27,8,0
49575,4,5,10,8,0
49577,6,6,44,7,0
49583,4,5,11,8,0
49585,4,5,7,7,7
49586,4,5,7,7,7
49590,4,5,9,7,2
49595,8,8,26,7,0
49596,4,5,7,7,7
49598,5,6,18,50,1
49604,5,5,55,7,0
49605,4,5,10,7,4
49607,4,5,9,8,6
49608,6,5,18,140,1
49609,4,5,9,7,6
49619,4,5,25,7,1
49620,4,6,26,7,3
49622,3,4,8,6,2
49625,6,5,19,238,2
49629,4,5,7,8,8
49632,7,5,35,5,0
49636,6,5,32,8,1
49639,6,6,13,8,4
49643,5,4,15,8,6
49650,4,5,10,8,6
49654,5,5,12,8,0
49655,6,6,85,19,0
49656,5,6,12,9,0
49658,4,6,23,69,0
49659,4,5,7,9,9
49662,6,5,22,11,0
49665,4,6,13,8,2
49670,4,6,21,8,1
49676,5,4,18,8,0
49677,5,6,20,18,2
49680,5,6,19,6,3
49686,6,5,23,6,2
49688,5,5,14,8,1
49690,4,6,13,7,1
49693,4,5,7,7,7
49695,4,5,10,7,2
49697,4,6,23,7,0
49698,4,5,7,7,7
49700,5,5,18,7,0
49704,6,7,22,7,0
49707,4,5,9,8,1
49710,5,5,16,7,6
49711,4,5,7,7,7
49715,6,6,28,7,1
49716,7,6,32,7,2
49721,6,7,18,7,0
49722,4,5,11,7,1
49724,4,6,11,7,3
49727,4,5,9,76,1
49733,7,6,30,7,3
49734,7,6,22,7,0
49744,4,5,9,7,6
49745,4,5,7,7,7
49746,5,5,34,7,0
49753,4,6,18,7,1
49754,4,5,26,143,0
49755,7,6,18,7,2
49770,4,5,10,7,3
49771,4,5,9,7,3
49773,4,5,17,212,0
49776,4,5,7,7,7
49780,4,4,13,7,0
49781,7,6,24,3,0
49782,6,5,9,7,2
49790,6,5,11,8,7
49795,8,8,41,7,0
49797,7,5,15,7,3
49798,4,5,9,7,7
49801,4,6,21,7,2
49805,8,6,23,4,1
49809,4,6,28,7,0
49810,6,5,52,43,0
49812,4,5,7,7,7
49818,4,5,7,8,8
49820,4,5,8,8,1
49821,5,5,19,9,1
49823,4,5,11,7,6
49830,4,5,7,7,7
49833,6,5,32,8,0
49834,4,5,7,7,7
49836,4,6,15,29,4
49841,4,5,8,7,7
49851,6,6,21,296,1
49859,4,5,15,7,0
49862,6,6,48,7,0
49863,4,6,13,8,7
49866,6,6,36,4,0
49868,4,5,10,61,4
49871,9,7,44,8,0
49872,4,5,11,47,4
49876,4,5,7,7,7
49878,6,6,44,8,1
49887,7,6,32,9,0
49888,6,5,23,72,4
49889,6,6,37,7,0
49890,6,5,12,40,4
49894,5,6,17,8,3
49898,4,5,7,8,8
49899,5,5,17,7,0
49902,6,5,9,8,5
49904,4,6,14,123,0
49905,6,7,30,7,1
49908,4,6,11,8,2
49909,8,6,11,9,8
49913,4,5,16,9,1
49919,6,8,25,7,0
49923,4,6,15,7,0
49934,4,5,25,14,0
49941,4,5,7,14,14
49942,6,6,38,224,2
49950,4,5,7,9,9
49951,4,4,22,8,1
49954,6,5,12,7,4
49955,6,6,28,8,1
49956,4,5,7,8,8
49958,5,6,18,8,2
49959,5,5,17,8,3
49960,4,5,15,8,0
49961,6,5,11,8,1
49966,4,5,25,7,0
49969,6,5,11,11,6
49970,6,5,17,7,0
49972,6,5,9,8,7
49975,4,6,9,8,6
49976,4,5,13,55,2
49978,4,5,26,9,0
49979,5,6,19,8,4
49981,5,5,31,8,0
49991,5,4,32,7,0
49993,4,5,7,7,7
49994,4,5,8,7,6
49995,4,6,11,9,6
50001,4,5,14,8,3
50002,4,4,7,8,8
50003,4,6,21,8,1
50004,6,7,20,8,0
50007,4,5,7,3,3
50013,4,5,8,8,7
50014,6,7,34,7,1
50015,6,5,46,721,0
50018,8,8,31,8,1
50020,5,5,17,9,2
50021,5,6,20,7,0
50025,4,5,8,7,6
50027,4,5,22,8,0
50030,4,5,19,8,0
50031,4,6,10,8,5
50032,4,5,7,8,8
50033,6,5,9,8,8
50034,5,7,12,8,0
50035,6,7,58,6,0
50037,6,5,10,8,7
50039,4,6,39,8,0
50040,4,5,7,11,11
50043,4,5,14,8,0
50044,4,6,9,303,3
50046,4,5,7,8,8
50051,4,5,14,7,6
50052,6,5,17,8,1
50053,5,6,22,25,2
50054,7,6,27,152,1
50060,4,5,13,58,9
50064,4,5,10,9,8
50067,4,5,7,8,8
50071,6,6,21,8,0
50072,6,6,25,8,0
50073,4,5,7,9,9
50075,4,5,9,116,3
50077,4,6,11,8,2
50079,3,4,14,50,2
50080,5,5,14,9,0
50084,6,5,9,8,6
50087,4,5,7,9,9
50090,7,6,34,65,1
50094,6,5,36,9,0
50098,5,6,11,8,6
50100,4,5,7,9,9
50101,4,3,15,4,0
50104,5,6,12,9,1
50109,4,5,7,6,6
50110,4,6,24,3,0
50111,6,9,26,8,4
50116,5,5,16,9,2
50120,5,4,8,9,0
50122,4,5,12,6,1
50128,6,6,20,6,0
50131,4,5,17,9,1
50132,4,4,8,10,5
50133,4,5,8,6,5
50137,5,4,37,8,1
50139,6,5,21,784,1
50140,5,6,21,5,0
50141,4,5,22,40,0
50145,4,6,11,16,0
50146,4,4,12,5,0
50147,4,5,26,5,0
50152,4,5,8,5,5
50160,9,6,20,29,0
50170,6,6,22,9,0
50172,4,5,12,8,8
50174,4,7,30,5,3
50176,6,6,18,413,4
50180,6,5,11,5,2
50190,4,5,13,6,0
50201,7,5,16,6,0
50208,6,7,39,9,0
50210,4,5,7,6,6
50215,4,4,6,6,6
50219,4,5,12,12,0
50224,4,5,7,6,6
50226,6,7,35,7,1
50229,4,5,36,7,0
50234,4,5,7,6,6
50249,5,5,14,6,0
50252,7,6,21,6,0
50254,4,5,7,6,6
50255,5,6,21,6,0
50256,4,5,15,6,0
50258,5,5,18,10,1
50261,4,5,14,6,0
50264,5,5,24,6,0
50268,4,5,8,6,5
50273,4,6,14,6,2
50274,6,6,9,6,6
50279,6,5,15,18,1
50280,4,6,22,10,1
50287,4,5,11,137,0
50288,4,5,10,91,2
50291,5,5,27,6,1
50292,4,5,32,17,0
50297,6,5,12,7,4
50298,4,5,10,7,0
50302,6,7,23,7,1
50305,4,5,16,1,0
50310,4,4,9,418,1
50318,6,5,13,8,1
50320,4,5,15,211,0
50326,4,5,7,8,8
50329,6,6,16,19,4
50331,5,5,7,7,7
50333,4,5,14,370,0
50334,4,4,7,399,2
50335,4,5,7,7,7
50341,4,5,11,7,0
50342,2,2,9,5,0
50343,4,5,7,8,8
50349,4,5,9,8,5
50353,7,5,35,8,0
50356,4,5,7,8,8
50358,4,5,9,7,3
50359,4,4,35,10,0
50362,4,5,12,8,2
50367,4,5,14,8,2
50373,7,7,62,39,0
50376,4,5,10,8,8
50378,4,5,21,8,0
50383,4,5,12,8,5
50384,5,5,13,10,0
50387,7,6,19,7,1
50390,4,5,8,8,4
50391,5,5,11,15,4
50394,6,6,48,7,0
50396,6,5,13,3,1
50401,7,6,39,33,3
50402,6,5,19,7,0
50404,4,5,12,8,1
50406,4,6,17,8,0
50407,4,6,21,7,0
50409,7,8,23,5,0
50410,4,5,8,8,8
50412,5,7,42,14,0
50413,5,5,7,8,8
50416,4,5,10,71,1
50420,4,5,9,8,5
50421,4,5,8,8,8
50424,4,5,14,8,2
50429,6,7,24,8,0
50437,4,5,8,8,8
50438,4,5,8,8,7
50439,5,6,18,8,0
50443,6,7,15,7,3
50446,4,6,93,94,0
50448,4,5,10,8,0
50453,4,5,13,10,2
50455,5,6,12,8,1
50458,6,5,13,8,0
50462,4,5,26,8,1
50463,4,5,9,8,2
50472,5,5,7,8,8
50474,4,5,13,8,1
50476,6,5,13,8,2
50483,4,5,17,9,0
50484,6,5,38,6,0
50485,5,5,13,20,2
50487,6,8,23,3,0
50488,9,6,101,9,0
50490,4,4,6,14,14
50494,4,5,7,10,10
50500,4,5,17,8,1
50502,5,5,34,8,0
50503,4,4,10,8,0
50504,6,6,14,8,2
50506,4,5,7,8,8
50510,6,5,50,656,2
50511,4,6,11,9,4
50512,4,6,14,9,0
50515,4,6,16,8,1
50518,4,5,18,8,0
50519,4,4,13,8,0
50522,4,6,33,66,1
50523,4,5,7,12,12
50527,4,5,7,9,9
50530,4,5,8,8,8
50531,4,5,7,8,8
50533,5,5,7,9,9
50534,6,8,27,9,0
50535,5,4,10,681,0
50539,7,7,14,9,0
50541,4,4,15,339,3
50548,4,6,9,10,2
50549,5,5,7,8,8
50550,4,5,9,10,9
50552,6,5,21,10,0
50553,6,6,21,9,1
50560,4,5,20,9,1
50563,4,5,10,9,6
50564,6,5,19,8,0
50566,4,6,10,10,1
50567,6,6,19,8,0
50576,4,6,11,9,1
50578,4,5,19,24,2
50579,4,6,9,8,7
50585,4,5,9,43,5
50586,4,5,9,7,3
50595,4,5,7,7,7
50596,4,5,12,1,0
50598,3,2,4,2,2
50604,4,5,8,4,4
50608,5,5,14,8,3
50609,5,4,51,8,1
50621,4,6,21,8,1
50625,7,8,30,7,0
50626,7,5,31,7,0
50632,4,5,41,8,0
50633,6,5,19,8,3
50635,4,5,7,8,8
50638,5,5,8,8,8
50639,5,4,15,8,1
50641,4,5,11,8,0
50646,6,6,47,8,1
50647,7,7,14,3,1
50648,4,5,13,37,1
50652,6,5,17,65,1
50653,4,5,7,8,8
50657,7,7,38,21,0
50658,4,5,18,8,0
50659,4,6,12,0,0
50662,7,7,61,8,0
50665,6,5,11,8,5
50668,4,5,7,7,7
50672,4,6,9,17,3
50674,4,5,9,17,3
50677,6,6,24,8,3
50679,4,5,14,35,0
50680,4,5,10,8,1
50685,4,6,9,8,3
50688,6,5,27,8,0
50690,5,5,15,7,1
50695,4,5,16,8,0
50699,5,4,32,8,3
50701,4,5,21,8,0
50709,4,6,21,42,0
50713,4,5,7,7,7
50715,6,7,20,8,1
50719,5,7,72,8,0
50722,6,6,22,4,1
50725,6,5,17,8,3
50726,4,5,15,25,2
50731,7,7,25,8,0
50735,6,7,15,3,0
50736,5,5,33,13,0
50740,6,6,11,7,4
50744,4,5,7,9,9
50745,4,5,15,248,0
50747,4,5,7,10,10
50750,4,5,19,10,1
50753,5,6,40,9,0
50754,7,7,28,8,0
50757,4,5,9,8,8
50759,4,4,101,8,0
50761,4,4,22,9,1
50762,5,4,20,8,1
50763,6,5,9,8,7
50764,4,4,9,266,1
50768,8,7,41,13,0
50771,8,7,20,8,3
50773,4,5,11,8,1
50777,2,3,12,6,0
50779,4,5,10,8,6
50782,4,5,11,18,1
50785,4,5,10,8,8
50787,5,5,7,8,8
50789,5,5,19,9,0
50793,4,5,23,9,2
50798,5,7,20,1115,0
50801,4,5,12,9,0
50807,4,5,67,9,0
50810,4,5,10,9,3
50811,5,4,19,9,0
50812,6,6,19,9,2
50817,2,2,2,2,2
50820,5,4,11,9,1
50821,4,5,7,9,9
50823,4,5,7,9,9
50826,6,5,23,209,2
50830,4,6,12,8,1
50834,4,5,7,9,9
50835,7,6,28,9,0
50836,5,6,10,25,3
50841,4,5,10,9,6
50842,6,5,29,9,0
50845,4,5,7,9,9
50848,4,5,19,9,0
50851,5,5,7,9,9
50852,4,5,10,9,0
50855,4,5,7,9,9
50858,4,5,7,9,9
50860,4,5,13,13,5
50862,4,4,11,9,0
50863,5,8,21,1118,0
50866,4,5,16,605,0
50876,5,5,32,9,4
50886,4,6,12,9,1
50889,4,6,37,9,0
50894,4,5,7,10,10
50897,6,5,27,11,0
50898,6,6,28,9,2
50900,4,5,12,9,2
50902,4,6,12,9,0
50906,6,5,53,10,0
50907,4,6,12,3,1
50908,4,6,13,8,1
50912,4,6,12,24,2
50913,4,5,26,6,0
50915,7,6,41,9,0
50916,4,5,11,52,2
50919,4,5,14,9,0
50923,4,5,8,10,10
50928,6,6,29,10,0
50930,4,4,6,9,9
50931,5,5,11,9,5
50938,4,5,7,11,11
50940,4,5,7,10,10
50941,4,5,12,4,0
50942,4,5,10,4,0
50946,4,6,13,80,1
50949,5,5,38,25,0
50963,4,6,23,9,1
50966,8,6,19,9,0
50969,7,6,22,820,0
50971,4,5,7,10,10
50973,6,6,26,10,1
50974,4,5,17,60,0
50980,6,5,19,9,3
50982,6,5,57,9,0
50989,5,4,37,10,0
50994,4,5,12,10,1
50995,5,5,11,10,0
51005,5,5,15,10,1
51009,4,7,16,10,3
51010,7,6,33,10,2
51013,4,5,7,10,10
51014,4,5,16,10,2
51015,4,5,8,10,9
51016,7,7,32,621,1
51018,5,8,31,55,0
51020,4,5,28,10,0
51021,4,5,12,1263,0
51023,4,5,7,10,10
51025,4,5,22,10,3
51027,4,5,14,10,9
51031,4,5,11,10,4
51034,4,5,33,67,0
51038,8,8,62,9,0
51041,5,7,89,10,0
51044,5,4,17,10,0
51045,4,6,20,2,0
51049,4,5,7,10,10
51055,5,4,16,10,2
51058,6,6,23,10,6
51064,5,6,21,10,2
51066,4,5,17,95,0
51068,4,5,22,10,3
51072,4,5,9,2,1
51074,8,7,24,68,0
51080,4,5,10,10,3
51085,4,5,12,82,1
51087,4,5,15,9,2
51092,5,7,15,9,2
51094,5,5,7,9,9
51096,4,5,25,9,1
51099,7,6,14,9,9
51101,4,4,7,9,9
51102,7,5,27,403,4
51104,6,5,33,9,2
51105,4,5,7,9,9
51106,6,5,9,9,6
51108,5,6,9,9,2
51110,4,4,78,9,0
51111,5,6,48,20,0
51113,5,5,7,9,9
51118,4,5,7,9,9
51119,4,5,13,9,3
51120,6,7,25,9,1
51123,4,5,8,9,9
51124,5,5,19,10,1
51126,4,5,9,9,8
51128,3,3,3,1,1
51131,4,6,9,9,4
51132,4,6,12,15,0
51133,4,5,26,9,0
51137,6,5,9,15,2
51151,8,6,26,274,1
51152,4,5,24,19,0
51157,5,5,9,9,7
51163,6,6,36,9,1
51164,4,5,7,10,10
51168,4,6,15,30,1
51171,5,5,7,9,9
51172,5,5,10,10,9
51173,4,5,8,12,2
51175,5,6,17,24,0
51176,4,5,13,9,0
51182,8,8,25,9,1
51183,8,7,96,106,0
51188,7,7,48,129,0
51192,4,4,20,10,0
51193,4,4,7,9,9
51198,4,5,9,9,4
51199,4,5,8,9,9
51200,5,5,26,11,1
51212,4,5,10,2,1
51221,4,5,39,9,0
51223,6,5,20,10,1
51229,6,6,22,10,2
51231,4,5,19,24,2
51234,5,5,37,39,0
51236,4,5,11,35,2
51243,6,5,11,10,0
51249,5,5,20,11,5
51252,5,5,8,10,10
51255,4,6,19,9,2
51256,5,5,15,18,0
51259,4,6,18,71,3
51260,6,7,24,1,0
51261,4,6,10,4,2
51263,4,5,26,101,0
51266,4,5,7,4,4
51267,4,5,9,7,2
51268,6,6,12,4,0
51273,4,5,14,61,0
51275,4,5,7,4,4
51278,4,5,8,19,9
51279,4,5,12,4,0
51280,4,5,11,7,1
51281,4,5,17,4,1
51286,6,7,18,137,0
51294,6,6,32,28,1
51298,5,5,27,7,0
51300,4,5,9,10,10
51303,6,6,14,7,2
51305,7,7,30,7,0
51311,4,5,7,6,6
51313,5,5,39,10,1
51317,5,5,7,7,7
51318,6,6,36,7,1
51321,5,6,15,6,0
51322,6,7,23,7,2
51323,6,7,84,111,2
51326,4,6,16,7,1
51331,4,5,11,8,2
51333,4,6,16,115,4
51334,4,6,17,83,0
51337,4,6,10,8,2
51340,4,6,8,7,6
51341,6,6,12,8,6
51346,4,5,7,7,7
51349,6,7,37,27,0
51350,4,5,31,132,0
51353,5,6,52,6,0
51359,4,6,10,24,6
51360,6,7,52,143,0
51362,6,6,12,8,3
51365,4,5,18,8,0
51369,4,5,8,8,7
51370,5,5,12,8,7
51372,4,3,15,7,0
51374,4,5,7,7,7
51380,6,6,27,676,1
51381,4,5,7,8,8
51385,6,6,22,28,1
51388,4,5,9,26,4
51389,4,5,8,13,3
51390,4,5,8,8,7
51391,5,4,32,8,0
51392,4,5,8,283,1
